Type1,Type2,Type3,Rooms,Bathroom,Car,Landsize,BuildingArea,Distance,YearBuilt,Price
1,0,0,4,2,2,656,166,19.6,1980,680000
0,0,1,4,1,2,655,161,16.7,1970,1750000
1,0,0,5,2,2,655,202,11.2,1925,1562500
1,0,0,4,2,2,655,170,13.9,1970,1430000
1,0,0,3,1,2,655,110,11.2,1960,830000
1,0,0,3,2,1,655,165,12.6,1940,800000
1,0,0,4,2,2,655,184,23,1965,730000
1,0,0,3,2,1,655,120,16.3,1975,710500
1,0,0,4,2,1,655,82,11.2,1950,700000
1,0,0,6,2,2,655,202,20.6,1997,506000
0,0,1,3,1,6,655,146,13.5,1978,451000
1,0,0,4,2,3,655,142,29.8,1975,426000
1,0,0,5,2,2,654,354,9.2,2015,2410000
1,0,0,4,2,2,654,221,8.4,1945,2408000
1,0,0,4,2,2,654,334,9.7,2010,2270000
1,0,0,4,2,2,654,286,10.7,2000,2200000
1,0,0,4,3,2,654,160,13.9,1969,1462500
1,0,0,4,3,2,654,305,13.9,1970,1460800
1,0,0,3,2,3,654,149,14.3,1966,1385000
1,0,0,4,3,2,654,150,8.8,1950,1260000
1,0,0,3,1,4,654,112,10.4,1955,1186000
1,0,0,4,2,4,654,199,13.8,1970,1100000
0,0,1,3,2,1,654,180,9.7,1950,1025000
0,0,1,4,1,6,654,189,12.6,1950,990000
1,0,0,3,1,1,654,104,18,1985,855000
1,0,0,3,2,2,654,185,20.6,1999,607500
1,0,0,4,2,1,653,229,9,1910,2375000
1,0,0,3,2,2,653,120,11.7,1950,1540000
1,0,0,3,2,2,653,180,14.6,1950,1417250
1,0,0,4,2,2,653,653,15.4,1970,1350000
1,0,0,3,1,5,653,109,6.4,1930,1005000
0,0,1,3,1,1,653,119,17.2,1970,988000
0,0,1,3,2,2,653,650,12.6,1992,910000
1,0,0,3,2,1,653,130,16.1,1970,896000
1,0,0,3,1,2,653,120,12,1950,876000
1,0,0,4,3,0,653,122,17.4,1985,515000
1,0,0,4,2,1,652,189,7.8,1890,2650000
1,0,0,4,2,2,652,230,9.2,1925,2376000
1,0,0,4,2,3,652,218,12.4,1970,1375000
1,0,0,4,2,2,652,203,14.7,1997,1055000
1,0,0,4,2,2,652,145,13.8,1965,1020000
1,0,0,4,2,2,652,189,13.8,1973,990000
1,0,0,4,1,2,652,158,11.2,1960,741000
1,0,0,4,2,2,651,199,12.1,1940,1656000
1,0,0,3,1,2,651,119,13.9,1970,1300000
1,0,0,5,2,1,651,124,16.7,1970,1285000
1,0,0,4,2,2,651,187,17.2,1975,1050000
1,0,0,4,2,2,651,198,18,1990,950000
1,0,0,3,2,2,651,162,19.9,1977,910000
1,0,0,4,2,4,651,178,13.5,1975,657000
1,0,0,3,1,4,651,117,20.6,1990,515500
1,0,0,4,1,0,651,150,31.7,2000,345000
1,0,0,4,2,2,650,275,8.4,2006,2725000
1,0,0,4,1,1,650,242,5.6,1930,2265000
1,0,0,3,1,3,650,136,9.2,1930,1820000
1,0,0,4,3,2,650,242,5.3,1925,1740000
1,0,0,4,3,2,650,348,9.7,2001,1715000
1,0,0,4,3,1,650,266,9.2,1946,1700000
1,0,0,4,2,2,650,174,4.3,2000,1500000
1,0,0,4,2,2,650,260,13.8,1980,1421000
1,0,0,4,3,2,650,261,13.9,1970,1401000
1,0,0,3,2,2,650,150,11.8,1950,1401000
1,0,0,5,2,2,650,290,11.2,2005,1400000
1,0,0,4,2,4,650,173.45,5.2,1950,1385000
1,0,0,4,2,2,650,254,10.4,1955,1337000
1,0,0,2,1,1,650,380,10.4,2016,1300000
1,0,0,4,2,3,650,120,10.8,1960,1300000
1,0,0,4,2,2,650,159,17.2,1980,1202000
1,0,0,3,1,2,650,143,9.7,1930,1194000
1,0,0,4,2,2,650,150,13.8,1975,1182500
1,0,0,5,2,3,650,152,16.7,1975,1182000
1,0,0,4,2,2,650,163,10.4,1975,1130000
1,0,0,4,2,2,650,150,11.2,1960,1126000
1,0,0,4,3,2,650,224,18.8,1985,1105000
1,0,0,3,2,1,650,119,8.8,1950,875000
1,0,0,3,1,4,650,135,11.2,1950,820000
1,0,0,4,2,2,650,112,21.3,1960,800000
1,0,0,3,2,2,650,150,14.5,1980,773000
1,0,0,5,3,4,650,178,10.4,1970,765000
1,0,0,3,1,1,650,138,27,1960,710000
1,0,0,3,2,1,650,204,20.4,1990,680000
1,0,0,3,1,1,650,117,10.5,1965,650000
1,0,0,3,1,4,650,100,15.5,1985,620000
1,0,0,3,1,2,650,112,12.4,1950,615000
1,0,0,4,2,4,650,184,14.7,1994,603500
1,0,0,3,1,2,650,142,13,1960,580000
1,0,0,4,2,2,650,161,31.7,1995,540000
1,0,0,3,1,2,650,90,14.5,1975,425000
1,0,0,3,2,4,649,195,11.2,1967,3025000
1,0,0,4,3,2,649,227,5.3,1920,2325000
1,0,0,3,1,4,649,101,10.2,1950,1555000
1,0,0,2,1,1,649,126,10.7,1940,1445000
1,0,0,3,2,2,649,150,13.9,1965,1202000
0,0,1,3,3,2,649,357,10.6,2017,1030000
0,0,1,2,1,3,649,75,14.6,1950,950000
1,0,0,2,1,1,649,108,8,1950,890000
1,0,0,4,1,3,649,122,11.2,1960,835000
1,0,0,4,2,2,649,305,15,2000,751000
1,0,0,4,2,3,649,158,17.9,1985,720000
1,0,0,3,1,2,649,95,11.2,1955,695000
1,0,0,3,2,3,649,114,11.2,1950,651000
1,0,0,3,1,1,649,105,29.8,1975,395000
1,0,0,4,2,2,648,285,8,2011,2050000
1,0,0,3,2,2,648,193,9.2,1975,1931000
1,0,0,4,2,2,648,215,8,1910,1800000
0,0,1,5,2,2,648,364,13.7,1950,1705000
1,0,0,3,2,2,648,181,16.7,1980,1550000
1,0,0,5,2,2,648,250,12.4,1975,1410000
1,0,0,3,2,2,648,129,13.9,1980,1152500
1,0,0,3,1,2,648,122,14.7,1940,1067000
1,0,0,3,1,2,648,96,35.4,1960,540000
1,0,0,2,1,1,648,91,7.9,1965,739000
1,0,0,4,2,2,647,260,13.7,1925,2250000
1,0,0,4,2,2,647,185,9.2,1955,1905000
1,0,0,3,1,2,647,127,12.4,1965,1360000
1,0,0,5,2,4,647,207,14,1983,750000
1,0,0,3,1,2,647,126,10.4,1975,670000
1,0,0,3,1,2,647,173,14.5,1960,600000
1,0,0,5,4,2,646,360,13.8,2016,2080000
0,0,1,5,3,2,646,261,6.9,1925,1900000
1,0,0,4,3,4,646,320,10.8,1998,1751000
1,0,0,3,2,1,646,228,7.5,1980,1700000
1,0,0,3,2,1,646,170,14.3,1975,1381000
1,0,0,4,2,2,646,287,9.9,1995,1350000
1,0,0,3,1,4,646,150,10.4,1950,1300000
1,0,0,4,2,2,646,167,15.5,1980,1205000
1,0,0,2,1,1,646,100,8,1950,1130000
1,0,0,4,1,4,646,119,12,1950,900000
1,0,0,4,1,1,646,103,34.9,1987,546000
1,0,0,5,3,4,645,222,9,2005,2930000
1,0,0,3,2,2,645,219,10.5,1910,2650000
1,0,0,4,2,2,645,216,9.2,1930,2100000
1,0,0,5,3,2,645,249,10.3,1990,2000000
1,0,0,5,2,0,645,238,10.7,1970,1915000
1,0,0,3,1,2,645,158,7.9,1930,1486000
1,0,0,3,2,2,645,211,8.7,1900,1320000
1,0,0,4,2,2,645,217,5.2,1950,1268000
1,0,0,3,1,2,645,126,11.2,1960,1100000
1,0,0,3,1,2,645,102,27,1950,920000
1,0,0,4,3,2,644,364,11.2,2000,3320000
1,0,0,5,2,2,644,172,7,1890,1815000
1,0,0,4,2,2,644,153,9.2,1950,1250000
1,0,0,3,1,2,644,141,8.8,1980,1250000
1,0,0,3,2,2,644,149,6.5,2001,1160000
1,0,0,5,2,2,643,363,7.8,2005,2740000
1,0,0,5,4,2,643,380,11.7,2014,2150000
1,0,0,3,1,2,643,116,7.8,1920,1930000
1,0,0,3,2,1,643,159,13.1,1940,1400000
1,0,0,3,1,1,643,119,11.2,1950,1105000
1,0,0,3,2,2,643,135,13.8,1965,1101000
1,0,0,3,1,1,643,125,11.2,1950,1015000
1,0,0,4,2,2,643,169.5,17.9,2001,722500
1,0,0,5,3,2,642,336,9.2,1930,2352500
1,0,0,4,2,2,642,215,9.2,1955,1900000
1,0,0,4,2,2,642,199.5,31.7,2004,420000
1,0,0,5,2,2,641,286,11.2,2001,1975000
1,0,0,4,3,2,641,230,5.6,2010,1750000
1,0,0,4,2,2,641,215,9.3,1970,1570000
1,0,0,4,2,4,641,180,21.5,1980,1137500
1,0,0,3,1,2,641,111,9.9,1950,960000
1,0,0,4,1,0,641,110,20.6,1990,595000
1,0,0,4,2,2,640,232,7.5,1907,3100000
0,0,1,3,2,2,640,117,11.8,1950,1564000
0,0,1,3,1,1,640,120,13.9,1960,1200000
1,0,0,3,1,4,640,97,13,1950,737000
1,0,0,4,1,2,640,136,33.3,1960,625000
1,0,0,2,1,2,640,114,12.4,1970,619000
1,0,0,3,1,3,640,144,13,1960,610000
1,0,0,3,1,2,640,140,16.3,1975,572000
1,0,0,3,1,1,640,92,14,1965,570500
1,0,0,3,2,2,640,156,20.6,1994,537000
1,0,0,3,1,2,640,125,14.7,1985,470000
1,0,0,5,5,1,639,453,7.8,2010,2250000
1,0,0,3,1,1,639,115,10.6,1965,1375000
1,0,0,3,1,6,639,120,31.7,1990,455000
1,0,0,4,3,2,638,314,9.2,1930,2325000
0,0,1,4,1,2,638,227,8,1900,1635000
0,0,1,4,1,2,638,227,8,1900,1535000
1,0,0,3,1,1,638,115,13.9,1970,1450000
1,0,0,3,2,3,638,156,17.9,1960,1201000
1,0,0,4,5,2,638,352,35.2,2014,920000
1,0,0,4,2,2,638,270.18,14.8,2009,821000
1,0,0,8,4,4,638,115,10.5,1960,770000
1,0,0,3,1,2,638,105,22.2,1980,700000
1,0,0,7,3,3,637,529,9.2,2008,2600000
1,0,0,4,2,0,637,306,7.8,1936,2530000
1,0,0,3,2,4,637,124,8.8,1950,1100000
1,0,0,3,2,2,637,125,19.6,1990,573000
1,0,0,3,2,1,637,131,31.7,1980,375000
1,0,0,2,1,1,637,73,7.2,1970,630000
1,0,0,4,1,3,636,156,5.3,1890,2900000
1,0,0,4,4,2,636,308,6.9,1900,2400000
1,0,0,4,3,2,636,227,9.2,1960,1890000
1,0,0,4,1,1,636,138,13.9,1940,1206000
1,0,0,4,2,2,636,232,15.5,1996,750000
1,0,0,3,1,2,635,130,7.8,1920,2177000
1,0,0,4,2,2,635,276,8.9,1955,1800000
1,0,0,5,3,2,635,108,7.8,1920,1790000
1,0,0,2,3,2,635,119,10.7,1935,1780000
1,0,0,4,3,2,635,200,13.9,1950,1515000
1,0,0,4,2,5,635,201,13.3,1975,735000
1,0,0,4,2,2,635,157,19.6,1985,545000
1,0,0,3,2,3,634,230,10.2,1940,2299500
1,0,0,4,3,2,634,251,10.4,2017,1370000
1,0,0,5,3,2,634,294,14.7,2000,1235000
1,0,0,2,1,3,633,134.3,7.8,1960,1900000
1,0,0,2,1,4,633,116,17.3,1960,1470000
1,0,0,5,1,2,633,182,11.7,1960,1225000
1,0,0,4,1,4,633,158,11.1,1960,1200000
1,0,0,4,1,2,633,164,7.8,1990,1150000
0,0,1,4,2,2,633,134,31.2,1930,845000
1,0,0,3,1,3,633,88,9.4,1950,800000
1,0,0,4,2,1,633,270,20.4,2004,730000
0,0,1,3,1,1,633,88,14.7,1960,485000
1,0,0,4,3,1,632,270,7.8,1890,3225000
1,0,0,3,2,1,632,144,9.7,1940,1890000
1,0,0,4,2,1,632,265,10.1,1915,1820000
1,0,0,5,2,1,632,231,11.2,1950,1518000
1,0,0,3,2,3,632,194,13.8,1950,1311000
1,0,0,3,1,1,632,108,13,1950,1293000
1,0,0,4,1,1,632,152,9.4,1955,758000
1,0,0,2,1,3,632,77,9.4,1960,725000
1,0,0,3,1,4,632,104,36.9,1960,570000
1,0,0,4,2,3,632,180,18.4,1985,567000
0,0,1,3,2,2,632,226,11.8,2013,975000
1,0,0,4,2,3,631,233,7.9,1935,1720000
1,0,0,4,3,3,631,355,19.6,2009,1012000
1,0,0,3,1,2,631,115,10.5,1965,805000
1,0,0,4,2,2,631,158,35.4,1960,795000
1,0,0,3,1,2,631,109,9.5,1950,645000
1,0,0,3,1,1,631,107,12.6,1960,635000
1,0,0,3,1,1,631,111,17.4,1960,520000
1,0,0,2,1,1,631,75,7.8,1970,700000
1,0,0,4,2,3,630,314,9.2,2000,2538000
1,0,0,4,2,2,630,351,9.2,2009,2020000
1,0,0,4,2,2,630,205,9.3,1910,1916000
1,0,0,3,1,2,630,126,7.9,1960,1465000
1,0,0,4,1,2,630,237,8.9,1950,1230000
1,0,0,4,2,3,630,190,11.2,1935,1030000
1,0,0,3,1,2,630,105,13.6,1960,1000000
1,0,0,3,2,1,630,126,12.8,2017,825000
1,0,0,4,1,2,630,130,13,1960,630000
1,0,0,4,2,2,630,177,20.6,2003,600000
1,0,0,3,1,2,630,105.23,14.5,1970,485000
0,0,1,5,2,1,629,140,9.7,1940,1940000
1,0,0,3,2,3,629,168,13.9,1950,1161000
1,0,0,5,2,1,629,207,11.4,1960,1101500
1,0,0,4,2,2,629,180,11,1985,935000
1,0,0,3,2,2,629,139.4,12.7,1990,852000
1,0,0,2,1,4,629,120,9.2,1960,820000
1,0,0,4,2,2,628,287,13.4,2012,1850000
1,0,0,4,2,3,628,146,13.5,1975,900000
1,0,0,3,2,2,628,177,13.8,1960,820000
1,0,0,3,2,3,628,140,13.9,1960,730000
1,0,0,4,3,2,627,303,13.7,1997,3325000
1,0,0,4,2,2,627,181,10.1,1905,1966000
1,0,0,4,3,2,627,213,9.2,1970,1725000
1,0,0,4,2,2,627,185,8.7,1925,1700000
1,0,0,3,1,2,627,132,10.1,1930,1561000
1,0,0,4,2,1,627,196,10.4,1950,1390000
1,0,0,3,2,2,627,197,21.5,1950,1315000
1,0,0,5,2,2,627,232,15,1960,1060000
1,0,0,3,2,2,627,140,13.9,1950,1050000
1,0,0,5,2,2,627,268,12.1,1991,999000
1,0,0,3,2,5,627,173,11.2,1960,940000
0,0,1,3,1,2,627,136,12,1950,860000
1,0,0,3,1,2,627,154,11.4,1970,780000
1,0,0,3,1,2,627,109,13.5,1970,500000
1,0,0,3,1,1,627,97,14,1960,477000
1,0,0,3,3,2,626,378,7.9,2016,981000
1,0,0,4,2,2,626,169,16.1,1960,800000
1,0,0,3,2,1,626,145,24.8,1995,797000
1,0,0,3,1,2,626,93,9.5,1955,773000
1,0,0,3,1,1,626,122,11.2,1950,735000
0,0,1,3,1,2,626,108,9.2,1950,700000
1,0,0,2,2,2,626,125,7.7,2008,1260000
1,0,0,3,2,2,625,188,9.2,1951,1700000
1,0,0,4,2,2,625,625,17.5,1950,1241000
1,0,0,4,2,3,625,198,13.9,1997,1015000
1,0,0,3,1,1,625,135,11.4,1960,945000
1,0,0,4,2,4,625,140,13.1,1960,800000
1,0,0,5,4,2,624,154,9.2,1967,3690000
1,0,0,4,2,2,624,222,6.3,1900,2801000
1,0,0,3,1,1,624,117,9,1950,1605000
1,0,0,3,1,2,624,143,13,1950,1370000
1,0,0,4,2,3,624,277,22.2,2004,1255000
1,0,0,4,2,4,624,161,17.2,1960,1235000
1,0,0,3,1,3,624,145,8.8,1950,1000000
1,0,0,4,3,2,624,410,20.5,2005,915000
0,1,0,4,2,1,624,159,25.2,1969,745000
1,0,0,3,1,2,624,86,9.4,1965,691000
1,0,0,3,1,2,624,150,24.7,1970,678000
1,0,0,4,2,1,624,258,13,2005,638000
1,0,0,3,1,3,624,93,14.5,1966,611000
1,0,0,3,1,0,624,114,36.9,1962,452000
0,1,0,5,3,2,623,257,13.9,1950,1550000
1,0,0,4,3,4,623,214,11.4,1950,1410000
1,0,0,3,1,2,623,99,20.8,1950,752500
1,0,0,4,3,3,622,160,9.2,1940,1760000
1,0,0,2,1,3,622,122,12.3,1970,1150000
1,0,0,4,1,1,622,126,12.8,1965,845000
1,0,0,4,1,1,622,163,38,1960,755000
1,0,0,3,1,2,622,87,14,1960,626000
1,0,0,3,1,1,622,128,17.9,1992,592000
1,0,0,5,5,2,621,575,7.9,2009,2580000
1,0,0,4,2,2,621,184,5.9,1920,1700000
1,0,0,4,2,1,621,192,5.3,1900,1562000
1,0,0,4,2,2,621,203,12.2,2000,1500000
1,0,0,3,2,2,621,167,10.1,1940,1450000
1,0,0,3,1,2,621,141,13.1,1960,775000
1,0,0,2,1,2,621,109,12.4,1960,575000
1,0,0,4,2,3,620,339,5.9,1930,3080000
1,0,0,2,1,0,620,114,7.8,1920,1320000
1,0,0,3,1,2,620,88,13.6,1970,1301000
1,0,0,4,2,2,620,244,21.5,2004,1232000
1,0,0,4,2,2,620,158,13.9,1980,1175000
1,0,0,3,1,2,620,93,8.6,1960,840000
1,0,0,3,1,3,620,114,11.2,1960,650000
1,0,0,2,1,3,620,85,10.5,1950,650000
1,0,0,5,3,3,619,372,6.9,2009,2340000
1,0,0,5,3,4,619,327,9.2,2003,2175000
1,0,0,4,2,2,619,254,9.2,1990,1850000
1,0,0,4,2,2,619,185,11.2,1930,1835000
1,0,0,3,2,1,619,137,8,1930,1385000
0,0,1,4,2,2,619,191,13.9,1960,1200000
1,0,0,3,1,2,619,129,6.2,1965,1162000
1,0,0,4,1,1,619,151,8.4,1915,970000
1,0,0,5,3,2,619,153,22.2,1975,955000
1,0,0,5,3,3,618,260,2.6,1890,3200000
1,0,0,3,2,2,618,215,7.9,1960,1851000
1,0,0,3,1,2,618,163,12.1,1960,1430000
1,0,0,4,2,2,618,196,13.9,1950,1352000
1,0,0,4,3,2,618,213,10.7,2008,1310000
0,0,1,3,1,1,618,132,8,1960,1290000
1,0,0,5,2,4,618,146,13.9,1950,950000
1,0,0,3,3,2,618,153,11.2,1960,915000
1,0,0,3,1,3,618,116,11.2,1960,780000
1,0,0,3,2,1,618,149,11.2,1965,668000
1,0,0,3,2,3,618,225.5,20.6,2014,660000
1,0,0,3,2,2,617,285,6.3,1998,3512500
1,0,0,4,2,2,617,268,10.7,1940,1850000
1,0,0,5,3,2,617,315,12.7,2012,1670000
1,0,0,3,1,2,617,158,7.8,1930,1640000
1,0,0,5,3,2,617,347,9.7,1990,1440000
1,0,0,3,2,2,617,149,5.9,1930,1180000
1,0,0,2,1,1,617,109.98,8.8,1960,906000
1,0,0,4,3,2,616,302,16,2005,1911000
1,0,0,5,2,2,616,245,10.7,1945,1600000
1,0,0,3,2,2,616,154,13.8,1960,1470000
1,0,0,5,2,2,616,184,9.8,1950,1300000
1,0,0,4,1,3,616,170,7.5,1900,1155000
1,0,0,3,1,1,616,115,15,1960,710000
1,0,0,3,1,2,616,201,12.8,1970,705000
1,0,0,3,1,1,616,117,12.6,1930,695000
1,0,0,3,1,4,616,94,13.1,1960,650000
1,0,0,4,2,3,616,215,13.5,1970,645000
1,0,0,3,1,1,616,125,13,1960,588000
1,0,0,4,3,4,615,248,13.7,1925,2000000
1,0,0,3,1,2,615,126,11.2,1950,1782500
0,0,1,4,3,2,615,201,6.9,1920,1780000
1,0,0,4,2,3,615,135,11.2,1920,1761000
1,0,0,4,2,2,615,193,11.4,1920,1667000
1,0,0,3,1,2,615,607,9.2,1940,1420000
1,0,0,3,1,2,615,138,8.9,1950,1300000
1,0,0,4,1,2,615,176,11.7,1964,986000
1,0,0,4,1,2,615,133,13.3,1955,736000
1,0,0,3,2,2,615,132,17.9,1982,726000
1,0,0,5,3,2,615,208,31.7,2000,675000
1,0,0,5,2,2,615,213,18,2007,650500
1,0,0,2,1,1,615,106,13.3,1970,560000
1,0,0,4,3,2,614,225,10.7,1970,2150000
1,0,0,3,2,2,614,197,13.8,1950,1430000
1,0,0,7,2,2,614,316,9.8,1970,1300000
1,0,0,3,1,4,614,120,12,1960,840000
1,0,0,3,1,1,614,117,15,1978,742000
1,0,0,3,1,2,614,110,14,1975,565000
1,0,0,3,1,1,614,94,12.4,1960,540000
0,0,1,3,1,1,614,123,14.7,1970,510000
1,0,0,4,4,2,613,340,7.9,2009,3050000
1,0,0,5,3,2,613,133,10.9,1955,1900000
1,0,0,3,2,3,613,193,9.7,1943,1750000
1,0,0,4,2,3,613,160,5,1910,1600000
1,0,0,4,2,2,613,187,16,1960,1550000
1,0,0,3,1,2,613,112,5.2,1950,1445000
1,0,0,3,2,2,613,143,13,1960,1425000
1,0,0,4,2,2,613,250,12.8,2011,1420000
1,0,0,3,1,3,613,182,10.7,1950,1400000
1,0,0,2,1,1,613,115,11.8,1950,1320000
1,0,0,4,3,4,613,142,8.7,1950,1215000
0,0,1,4,2,2,613,332,20.5,2004,875000
0,0,1,4,2,1,613,219,12.4,1970,750000
1,0,0,2,1,1,613,92,12.1,1960,715888
1,0,0,4,2,2,613,221,31.7,2011,580000
1,0,0,3,1,2,613,105,10.5,1974,551000
1,0,0,4,2,2,612,292,11.2,1970,1850000
1,0,0,4,2,5,612,363,13.8,2003,1655000
1,0,0,3,1,2,612,124,17.3,1950,1354000
1,0,0,4,2,2,612,202,11.7,1961,1188000
1,0,0,3,2,5,612,174,13.5,1950,1042000
1,0,0,3,2,2,612,154,21.5,1960,970000
1,0,0,4,2,2,612,236,17.9,2013,865000
1,0,0,4,2,2,612,219,14.7,2004,765000
1,0,0,3,1,1,612,101,12.1,1960,730000
1,0,0,2,1,1,612,100,13.5,1975,675000
1,0,0,4,2,2,612,155,15,1980,560000
1,0,0,4,2,3,611,181,3.8,1940,2105000
0,0,1,3,2,2,611,212,6.5,1930,1913000
1,0,0,3,2,4,611,160,7.5,1930,1750000
1,0,0,4,2,0,611,613,13.7,1950,1515000
1,0,0,4,2,2,611,168,13,1970,1430000
1,0,0,5,2,2,611,188,13.8,1950,1220000
1,0,0,4,1,1,611,119,15.4,1960,1078000
1,0,0,4,2,4,611,184.75,35.4,1980,763000
1,0,0,3,1,1,611,115,29.8,1985,326000
1,0,0,4,2,2,610,275,9.2,1993,1740000
1,0,0,3,2,2,610,177,13.9,1970,1338000
0,0,1,4,2,2,610,112,13,1940,1328000
1,0,0,4,2,2,610,167,13.9,1950,1255000
1,0,0,4,1,2,610,160,13.9,1950,1035000
1,0,0,3,1,1,610,120,24.7,1970,627000
1,0,0,2,1,0,610,61,21.8,1939,621000
1,0,0,3,1,0,610,121,14.5,1955,551000
1,0,0,3,1,3,610,142,12.1,1960,550000
1,0,0,3,1,1,610,125,14.7,1980,455000
1,0,0,5,5,3,609,424,5.6,1970,3800000
1,0,0,3,1,3,609,140,9.2,1930,1751000
1,0,0,3,1,2,609,124,8.9,1960,1224000
1,0,0,3,2,2,609,172,14.7,1970,1068000
1,0,0,4,2,2,609,231,17.9,2003,900000
1,0,0,3,2,2,609,168,16.1,1980,815000
1,0,0,4,2,2,609,195,20.5,2005,677500
1,0,0,3,1,2,609,93,9.5,1950,625000
1,0,0,3,1,1,609,103,12.4,1960,527000
1,0,0,3,1,0,609,109,18.4,1986,520000
1,0,0,4,3,2,608,306.19,10.3,2000,2100000
1,0,0,4,3,2,608,315,7.9,1980,2090000
1,0,0,7,3,4,608,355,8.2,1999,2000000
1,0,0,3,2,2,608,165,7.9,1920,1605000
1,0,0,3,1,2,608,138,17.2,1975,950000
1,0,0,3,2,2,608,168,9.9,1940,900000
1,0,0,3,1,2,608,130,10.5,1960,770000
1,0,0,3,1,2,608,138,13.8,1975,765000
1,0,0,3,2,2,608,138,13.6,2001,631000
1,0,0,5,2,1,608,146,24.7,1960,600000
1,0,0,3,2,2,608,138,5.5,2012,900000
1,0,0,5,3,2,607,291,7.5,2016,2200000
0,1,0,4,2,0,607,201,7,1890,2035000
0,0,1,4,2,2,607,242,13.7,2011,1600000
0,0,1,2,1,3,607,126,5.5,1945,1575000
0,1,0,4,2,1,607,224,9.7,1990,1430000
1,0,0,4,2,2,607,338,12.4,2015,1010000
1,0,0,2,2,2,607,138,14,1950,750000
1,0,0,3,1,1,607,102,12.9,1970,540000
1,0,0,4,2,2,606,112,6.4,1970,1830000
1,0,0,4,1,2,606,163,10.3,1948,1605000
1,0,0,3,2,2,606,133,11.2,1965,1335000
1,0,0,3,2,1,606,159,9.7,1950,1330000
1,0,0,3,1,2,606,109,11.1,1970,916000
1,0,0,4,2,2,606,240,10.8,2002,850000
1,0,0,3,1,2,606,141,12.8,1965,785000
1,0,0,4,1,4,606,124,13,1956,702000
1,0,0,3,1,2,606,87,13.8,1950,678000
1,0,0,3,1,2,606,120,19.6,1975,620000
1,0,0,3,1,1,606,130,14,1965,550000
1,0,0,3,2,1,606,99,11.4,1955,515000
1,0,0,3,2,1,606,111.04,19.6,2005,465000
1,0,0,3,1,4,606,96,31.7,1994,438000
1,0,0,4,2,2,605,274,11.2,1920,2475000
1,0,0,4,2,2,605,155,9.7,1938,1755000
1,0,0,3,1,2,605,181,10.3,1920,1680000
1,0,0,3,1,4,605,116,9.2,1950,1480000
1,0,0,4,1,2,605,181,7.9,1940,1460000
1,0,0,3,2,1,605,138,8,1920,1460000
1,0,0,3,1,1,605,111,11,1950,1415000
1,0,0,4,3,3,605,186,13.8,1930,1370000
1,0,0,3,1,4,605,130,17.9,1960,1240000
1,0,0,3,3,2,605,212,12.8,1980,976000
1,0,0,3,1,4,605,145,12.1,1960,740000
1,0,0,3,2,2,605,126,19.9,1977,700000
1,0,0,2,1,1,605,78,10.5,1950,680000
1,0,0,2,1,2,605,114,14.9,1960,662000
1,0,0,3,1,1,605,129,14.9,1970,600000
1,0,0,3,2,2,605,102,13.9,1965,593000
1,0,0,3,1,1,605,103,12.4,1960,585000
1,0,0,4,2,2,604,125,10.2,1930,2405000
1,0,0,2,1,2,604,145,10.7,1950,1845000
1,0,0,4,2,2,604,175,13.8,1950,1580000
1,0,0,4,2,2,604,177,13.9,1970,1415000
1,0,0,4,2,4,604,230,11.4,1950,1270000
1,0,0,4,1,2,604,183,14,1965,1180000
1,0,0,2,1,2,604,119,11.2,1960,1150000
1,0,0,3,1,1,604,120,11.4,1925,1125000
1,0,0,3,2,3,604,123,8.8,1925,1121000
1,0,0,3,1,1,604,96,11.8,1960,1075000
1,0,0,4,2,2,604,180,8.8,1920,930000
1,0,0,4,2,1,604,127,10.5,1950,820000
1,0,0,3,1,2,604,132,11.2,1960,770000
1,0,0,2,1,1,604,82,10.8,1950,760000
1,0,0,3,1,2,604,102,16.3,1950,752000
1,0,0,3,1,1,604,97,14.9,1970,702000
1,0,0,3,1,1,604,112,12.1,1970,630000
1,0,0,3,1,2,604,190,12.4,1970,620000
1,0,0,3,2,4,604,167.87,32.3,1995,601000
1,0,0,4,2,2,604,166,15.2,1940,2300000
1,0,0,4,3,2,603,246,9.2,2007,2725000
1,0,0,4,2,2,603,220,5.6,1930,2550000
1,0,0,5,3,2,603,282,7.8,1980,2125000
1,0,0,4,2,1,603,177,10.7,1920,1530000
1,0,0,4,2,2,603,148,11.4,1920,1479000
1,0,0,3,2,2,603,166,11.4,1945,1430000
1,0,0,4,2,2,603,194,21.5,2004,1150000
1,0,0,4,1,2,603,151,12.3,1960,1145000
1,0,0,4,2,1,603,140,14.6,1955,1070000
1,0,0,3,1,1,603,112,14.6,1960,987000
1,0,0,4,4,2,603,391,35.2,2007,950000
1,0,0,3,2,1,603,115,12.4,1940,783000
0,0,1,3,1,2,603,94.3,13.1,1960,712000
1,0,0,4,1,1,603,106,12.6,1950,670000
1,0,0,3,1,1,603,130,22.7,1970,650000
1,0,0,4,2,2,603,150,18.4,1985,602000
1,0,0,3,1,2,603,131,13.5,1950,547500
1,0,0,3,2,2,602,180,10.1,1970,1570000
1,0,0,4,2,2,602,170,10.8,1970,1240000
1,0,0,3,1,2,602,107,14,1950,1045000
1,0,0,3,1,2,602,175,11.8,1975,990000
1,0,0,5,4,5,602,264,20.4,2001,830000
1,0,0,3,1,2,602,162,11.2,1970,784000
1,0,0,3,2,2,602,129,17.9,1980,725000
